pollutant_name,test_date,reason,sample_concentration,emittion_threshold,deviation_percentage,emittion_rate,link,x,y,name,errors
חלקיקים,11/02/2009,תקופתי מתוכנן,5.70,150,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=153933,31.7363579257056,34.755216619742335,כצט_נוביס_בעמ__,
תחמוצות  גופרית ,11/02/2009,תקופתי מתוכנן,97.8000,1700,אין חריגה,0.04,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=153933,31.7363579257056,34.755216619742335,כצט_נוביס_בעמ__,
תחמוצות חנקן ,11/02/2009,תקופתי מתוכנן,184.9000,אין נתונים,לא רלוונטי,0.08,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=153933,31.7363579257056,34.755216619742335,כצט_נוביס_בעמ__,
פחמן חד-חמצני,11/02/2009,תקופתי מתוכנן,65.8000,אין נתונים,לא רלוונטי,0.03,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=153933,31.7363579257056,34.755216619742335,כצט_נוביס_בעמ__,
חלקיקים,10/09/2009,תקופתי מתוכנן,29.1000,50,אין חריגה,0.93,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=70907,32.7556859144214,35.320400530705456,כארמור_-_פתרונות_משולבים_לרכב_בעמ__,
קסילנים,05/01/2009,תקופתי מתוכנן,11.1000,אין נתונים,לא רלוונטי,0.30,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=70907,32.7556859144214,35.320400530705456,כארמור_-_פתרונות_משולבים_לרכב_בעמ__,
VOC,05/01/2009,תקופתי מתוכנן,45.1000,50,אין חריגה,1.40,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=70907,32.7556859144214,35.320400530705456,כארמור_-_פתרונות_משולבים_לרכב_בעמ__,
TOC,01/08/2011,תקופתי מתוכנן,50.8000,אין נתונים,לא רלוונטי,0.33,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=70907,32.7556859144214,35.320400530705456,כארמור_-_פתרונות_משולבים_לרכב_בעמ__,
אתילן אוקסיד,18/10/2010,תקופתי מתוכנן,0.2160,0.50,אין חריגה,0.0010,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=58651,32.795863199261206,35.53098061197414,בית_חולים_פוריה__,
חלקיקים,06/05/2019,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=58651,32.795863199261206,35.53098061197414,בית_חולים_פוריה__,
גופרית דו חמצנית,06/05/2019,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=58651,32.795863199261206,35.53098061197414,בית_חולים_פוריה__,
תחמוצות חנקן,06/05/2019,תקופתי מתוכנן,62.1939,אין נתונים,לא רלוונטי,0.0256,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=58651,32.795863199261206,35.53098061197414,בית_חולים_פוריה__,
פחמן חד-חמצני,06/05/2019,תקופתי מתוכנן,27.4881,אין נתונים,לא רלוונטי,0.0113,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=58651,32.795863199261206,35.53098061197414,בית_חולים_פוריה__,
תחמוצות חנקן,06/05/2019,תקופתי מתוכנן,148.8793,אין נתונים,לא רלוונטי,0.0617,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=58651,32.795863199261206,35.53098061197414,בית_חולים_פוריה__,
פחמן חד-חמצני,06/05/2019,תקופתי מתוכנן,25.4615,אין נתונים,לא רלוונטי,0.0106,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=58651,32.795863199261206,35.53098061197414,בית_חולים_פוריה__,
TOC,27/04/2020,תקופתי מתוכנן,2.9813,50.0000,אין חריגה,0.0271,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=139426,32.991001065583596,35.68987454150409,בנדע_אגשח_בעמ__,
סטירן,27/04/2020,תקופתי מתוכנן,אין נתונים,20.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=139426,32.991001065583596,35.68987454150409,בנדע_אגשח_בעמ__,
TOC,27/04/2020,תקופתי מתוכנן,3.5153,50.0000,אין חריגה,0.0284,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=139426,32.991001065583596,35.68987454150409,בנדע_אגשח_בעמ__,
TOC,08/06/2021,תקופתי מתוכנן,3.7012,50.0000,אין חריגה,0.0571,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=139426,32.991001065583596,35.68987454150409,בנדע_אגשח_בעמ__,
סטירן,08/06/2021,תקופתי מתוכנן,אין נתונים,20.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=139426,32.991001065583596,35.68987454150409,בנדע_אגשח_בעמ__,
TOC,08/06/2021,תקופתי מתוכנן,2.1775,50.0000,אין חריגה,0.0343,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=139426,32.991001065583596,35.68987454150409,בנדע_אגשח_בעמ__,
TOC,27/04/2020,תקופתי מתוכנן,1.5740,50.0000,אין חריגה,0.0049,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=139426,32.991001065583596,35.68987454150409,בנדע_אגשח_בעמ__,
TOC,27/04/2020,תקופתי מתוכנן,1.6245,50.0000,אין חריגה,0.0074,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=139426,32.991001065583596,35.68987454150409,בנדע_אגשח_בעמ__,
אתילן אוקסיד,06/10/2010,תקופתי מתוכנן,0.07,0.50,אין חריגה,0.0000,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=126146,32.96465358258793,35.496003602282244,בית_חולים_רבקה_זיו_צפת__,
חלקיקים,01/12/2021,תקופתי מתוכנן,87.4491,אין נתונים,לא רלוונטי,0.1467,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=126146,32.96465358258793,35.496003602282244,בית_חולים_רבקה_זיו_צפת__,
גופרית דו חמצנית,01/12/2021,תקופתי מתוכנן,990.7625,אין נתונים,לא רלוונטי,1.6625,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=126146,32.96465358258793,35.496003602282244,בית_חולים_רבקה_זיו_צפת__,
תחמוצות חנקן,01/12/2021,תקופתי מתוכנן,422.5329,אין נתונים,לא רלוונטי,0.7090,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=126146,32.96465358258793,35.496003602282244,בית_חולים_רבקה_זיו_צפת__,
פחמן חד-חמצני,01/12/2021,תקופתי מתוכנן,5.8615,אין נתונים,לא רלוונטי,0.0098,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=126146,32.96465358258793,35.496003602282244,בית_חולים_רבקה_זיו_צפת__,
חלקיקים,01/12/2021,תקופתי מתוכנן,64.5011,אין נתונים,לא רלוונטי,0.1341,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=126146,32.96465358258793,35.496003602282244,בית_חולים_רבקה_זיו_צפת__,
גופרית דו חמצנית,01/12/2021,תקופתי מתוכנן,796.8990,אין נתונים,לא רלוונטי,1.6567,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=126146,32.96465358258793,35.496003602282244,בית_חולים_רבקה_זיו_צפת__,
תחמוצות חנקן,01/12/2021,תקופתי מתוכנן,371.8436,אין נתונים,לא רלוונטי,0.7731,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=126146,32.96465358258793,35.496003602282244,בית_חולים_רבקה_זיו_צפת__,
פחמן חד-חמצני,01/12/2021,תקופתי מתוכנן,9.8196,אין נתונים,לא רלוונטי,0.0204,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=126146,32.96465358258793,35.496003602282244,בית_חולים_רבקה_זיו_צפת__,
חלקיקים,03/04/2019,תקופתי מתוכנן,אין נתונים,5.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172892,31.73358819860835,34.95579492073751,יקב_טפרברג_1870_בעמ__,
גופרית דו חמצנית,03/04/2019,תקופתי מתוכנן,10.2024,אין נתונים,לא רלוונטי,0.0101,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172892,31.73358819860835,34.95579492073751,יקב_טפרברג_1870_בעמ__,
תחמוצות חנקן,03/04/2019,תקופתי מתוכנן,196.4966,200.0000,אין חריגה,0.1942,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172892,31.73358819860835,34.95579492073751,יקב_טפרברג_1870_בעמ__,
פחמן חד-חמצני,03/04/2019,תקופתי מתוכנן,אין נתונים,50.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172892,31.73358819860835,34.95579492073751,יקב_טפרברג_1870_בעמ__,
חלקיקים,10/05/2021,תקופתי מתוכנן,אין נתונים,5.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172892,31.73358819860835,34.95579492073751,יקב_טפרברג_1870_בעמ__,
גופרית דו חמצנית,10/05/2021,תקופתי מתוכנן,4.8695,אין נתונים,לא רלוונטי,0.0055,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172892,31.73358819860835,34.95579492073751,יקב_טפרברג_1870_בעמ__,
תחמוצות חנקן,10/05/2021,תקופתי מתוכנן,173.6964,200.0000,אין חריגה,0.1948,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172892,31.73358819860835,34.95579492073751,יקב_טפרברג_1870_בעמ__,
פחמן חד-חמצני,10/05/2021,תקופתי מתוכנן,אין נתונים,50.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172892,31.73358819860835,34.95579492073751,יקב_טפרברג_1870_בעמ__,
חלקיקים,29/04/2018,תקופתי מתוכנן,80.5350,50.0000,אין חריגה,2.6042,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=181611,32.07258953000281,34.95495615887382,כוכב_השחר_תפעול_בעמ-_אספלט__,
גופרית דו חמצנית,29/04/2018,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=181611,32.07258953000281,34.95495615887382,כוכב_השחר_תפעול_בעמ-_אספלט__,
תחמוצות חנקן,29/04/2018,תקופתי מתוכנן,168.9946,450.0000,אין חריגה,5.4646,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=181611,32.07258953000281,34.95495615887382,כוכב_השחר_תפעול_בעמ-_אספלט__,
פחמן חד-חמצני,29/04/2018,תקופתי מתוכנן,904.1181,אין נתונים,לא רלוונטי,29.2358,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=181611,32.07258953000281,34.95495615887382,כוכב_השחר_תפעול_בעמ-_אספלט__,
TOC,29/04/2018,תקופתי מתוכנן,147.9377,100.0000,אין חריגה,4.7837,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=181611,32.07258953000281,34.95495615887382,כוכב_השחר_תפעול_בעמ-_אספלט__,
תחמוצות  גופרית ,11/03/2010,ביקורת פתע,0.50,אין נתונים,לא רלוונטי,0.02,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=181611,32.07258953000281,34.95495615887382,כוכב_השחר_תפעול_בעמ-_אספלט__,
טולואן,11/03/2010,ביקורת פתע,6.20,אין נתונים,לא רלוונטי,0.21,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=181611,32.07258953000281,34.95495615887382,כוכב_השחר_תפעול_בעמ-_אספלט__,
פרופאן,11/03/2010,ביקורת פתע,1.40,אין נתונים,לא רלוונטי,0.05,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=181611,32.07258953000281,34.95495615887382,כוכב_השחר_תפעול_בעמ-_אספלט__,
חלקיקים,07/03/2021,תקופתי מתוכנן,2.9854,10.0000,אין חריגה,0.1061,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=143252,32.64022258954992,35.36140999561262,בעמק_טכנולוגיות_מתקדמות_בעמ__,
חלקיקים,21/02/2019,תקופתי מתוכנן,1.2835,10.0000,אין חריגה,0.0405,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=143252,32.64022258954992,35.36140999561262,בעמק_טכנולוגיות_מתקדמות_בעמ__,
חלקיקים,07/03/2021,תקופתי מתוכנן,0.7946,5.0000,אין חריגה,0.0037,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=143252,32.64022258954992,35.36140999561262,בעמק_טכנולוגיות_מתקדמות_בעמ__,
תחמוצות גופרית,07/03/2021,תקופתי מתוכנן,אין נתונים,35.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=143252,32.64022258954992,35.36140999561262,בעמק_טכנולוגיות_מתקדמות_בעמ__,
תחמוצות חנקן,07/03/2021,תקופתי מתוכנן,192.3851,200.0000,אין חריגה,0.9016,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=143252,32.64022258954992,35.36140999561262,בעמק_טכנולוגיות_מתקדמות_בעמ__,
פחמן חד-חמצני,07/03/2021,תקופתי מתוכנן,19.8750,50.0000,אין חריגה,0.0931,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=143252,32.64022258954992,35.36140999561262,בעמק_טכנולוגיות_מתקדמות_בעמ__,
חלקיקים,16/03/2021,תקופתי מתוכנן,0.5608,5.0000,אין חריגה,0.0052,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=143252,32.64022258954992,35.36140999561262,בעמק_טכנולוגיות_מתקדמות_בעמ__,
תחמוצות גופרית,16/03/2021,תקופתי מתוכנן,אין נתונים,35.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=143252,32.64022258954992,35.36140999561262,בעמק_טכנולוגיות_מתקדמות_בעמ__,
תחמוצות חנקן,16/03/2021,תקופתי מתוכנן,139.8386,200.0000,אין חריגה,1.3007,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=143252,32.64022258954992,35.36140999561262,בעמק_טכנולוגיות_מתקדמות_בעמ__,
פחמן חד-חמצני,16/03/2021,תקופתי מתוכנן,11.6875,50.0000,אין חריגה,0.1087,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=143252,32.64022258954992,35.36140999561262,בעמק_טכנולוגיות_מתקדמות_בעמ__,
TOC,16/01/2020,תקופתי מתוכנן,2602.7462,100.0000,2502.7460,10.4258,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=44310,33.01503395874744,35.27602499608961,גלואנטרנשיונל__,
VOC,16/01/2020,תקופתי מתוכנן,2.3252,אין נתונים,לא רלוונטי,0.0093,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=44310,33.01503395874744,35.27602499608961,גלואנטרנשיונל__,
חלקיקים,27/04/2020,תקופתי מתוכנן,3.5209,50.0000,אין חריגה,0.0058,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=108868,32.62120568142862,35.55037641919118,גבס_גשר_2006_בעמ__,
תחמוצות חנקן,27/04/2020,תקופתי מתוכנן,97.2748,500.0000,אין חריגה,0.1597,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=108868,32.62120568142862,35.55037641919118,גבס_גשר_2006_בעמ__,
פחמן חד-חמצני,27/04/2020,תקופתי מתוכנן,18.0411,100.0000,אין חריגה,0.0296,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=108868,32.62120568142862,35.55037641919118,גבס_גשר_2006_בעמ__,
חלקיקים,23/03/2022,תקופתי מתוכנן,אין נתונים,50.0000,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=108868,32.62120568142862,35.55037641919118,גבס_גשר_2006_בעמ__,
תחמוצות חנקן,23/03/2022,תקופתי מתוכנן,20.6483,350.0000,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=108868,32.62120568142862,35.55037641919118,גבס_גשר_2006_בעמ__,
פחמן חד-חמצני,23/03/2022,תקופתי מתוכנן,אין נתונים,100.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=108868,32.62120568142862,35.55037641919118,גבס_גשר_2006_בעמ__,
תחמוצות גופרית,23/03/2022,תקופתי מתוכנן,11.9775,750.0000,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=108868,32.62120568142862,35.55037641919118,גבס_גשר_2006_בעמ__,
חלקיקים,05/11/2013,תקופתי מתוכנן,0.0260,אין נתונים,לא רלוונטי,0.0002,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
גופרית דו חמצנית,05/11/2013,תקופתי מתוכנן,2.0000,אין נתונים,לא רלוונטי,15.0000,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
תחמוצות חנקן,05/11/2013,תקופתי מתוכנן,79.1000,אין נתונים,לא רלוונטי,0.0600,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
פחמן חד-חמצני,05/11/2013,תקופתי מתוכנן,63.1000,אין נתונים,לא רלוונטי,0.0500,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
"ברום ותרכובותיו הגזיות, מחושב כ-HBR",04/08/2010,תקופתי מתוכנן,אין נתונים,5,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
טולואן,04/08/2010,תקופתי מתוכנן,2,100,אין חריגה,0.0040,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
ברום,04/08/2010,תקופתי מתוכנן,אין נתונים,5,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
מתאנול,04/08/2010,תקופתי מתוכנן,3521,אין נתונים,לא רלוונטי,7.30,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
חומצה אצטית,04/08/2010,תקופתי מתוכנן,אין נתונים,100,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
TOC,04/08/2010,תקופתי מתוכנן,50.8000,150,אין חריגה,0.11,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
אתאנול,22/10/2009,תקופתי מתוכנן,31.5000,150,אין חריגה,0.03,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
VOC,22/10/2009,תקופתי מתוכנן,141.2000,150,אין חריגה,0.15,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
אצטון,24/06/2008,תקופתי מתוכנן,70.3000,150,אין חריגה,0.15,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
מתיל ברומיד,24/06/2008,תקופתי מתוכנן,1.7120,20,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
אתיל אצטאט,24/06/2008,תקופתי מתוכנן,2.3970,150,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52111,31.2456391010347,34.3768289923259,כימדע_תעשיות_בעמ__,
חלקיקים,17/10/2021,תקופתי מתוכנן,0.9261,אין נתונים,לא רלוונטי,0.0031,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
TOC,17/10/2021,תקופתי מתוכנן,0.2611,אין נתונים,לא רלוונטי,0.0009,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
VOC,01/09/2008,תקופתי מתוכנן,1,אין נתונים,לא רלוונטי,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
חלקיקים,17/10/2021,תקופתי מתוכנן,6.9663,אין נתונים,לא רלוונטי,0.0288,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
TOC,09/06/2020,תקופתי מתוכנן,2.3769,אין נתונים,לא רלוונטי,0.0078,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
VOC,01/09/2008,תקופתי מתוכנן,1.20,אין נתונים,לא רלוונטי,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
כהלים אלקיליים,01/09/2008,תקופתי מתוכנן,1.20,אין נתונים,לא רלוונטי,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
אצטון,01/09/2008,תקופתי מתוכנן,1.20,אין נתונים,לא רלוונטי,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
חלקיקים,17/10/2021,תקופתי מתוכנן,0.2274,אין נתונים,לא רלוונטי,0.0007,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
TOC,17/10/2021,תקופתי מתוכנן,0.3563,אין נתונים,לא רלוונטי,0.0011,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
כהלים אלקיליים,01/09/2008,תקופתי מתוכנן,1.30,אין נתונים,לא רלוונטי,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
VOC,01/09/2008,תקופתי מתוכנן,0.90,אין נתונים,לא רלוונטי,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
חלקיקים,27/08/2008,תקופתי מתוכנן,47.2000,אין נתונים,לא רלוונטי,0.06,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
תחמוצות  גופרית ,27/08/2008,תקופתי מתוכנן,1618.7000,אין נתונים,לא רלוונטי,1.97,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
תחמוצות חנקן ,27/08/2008,תקופתי מתוכנן,466.2000,אין נתונים,לא רלוונטי,0.57,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
פחמן חד-חמצני,27/08/2008,תקופתי מתוכנן,6.30,אין נתונים,לא רלוונטי,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
חלקיקים,27/08/2008,תקופתי מתוכנן,20.5000,אין נתונים,לא רלוונטי,0.02,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
תחמוצות  גופרית ,27/08/2008,תקופתי מתוכנן,1333.3000,אין נתונים,לא רלוונטי,1.44,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
תחמוצות חנקן ,27/08/2008,תקופתי מתוכנן,441.5000,אין נתונים,לא רלוונטי,0.48,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
פחמן חד-חמצני,27/08/2008,תקופתי מתוכנן,3.50,אין נתונים,לא רלוונטי,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=52065,31.73222848487433,34.75548979003471,כצט_תעשיות_כימיות_בעמ__,
תחמוצות חנקן,14/06/2018,תקופתי מתוכנן,10.7575,200.0000,אין חריגה,0.0068,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=155909,32.99115279775532,35.100033626451776,ברמד_-_אגודה_שיתופית_חקלאית_בעמ_-_עברון__,
פחמן חד-חמצני,14/06/2018,תקופתי מתוכנן,5.8733,50.0000,אין חריגה,0.0037,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=155909,32.99115279775532,35.100033626451776,ברמד_-_אגודה_שיתופית_חקלאית_בעמ_-_עברון__,
TOC,14/06/2018,תקופתי מתוכנן,3.0169,75.0000,אין חריגה,0.0019,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=155909,32.99115279775532,35.100033626451776,ברמד_-_אגודה_שיתופית_חקלאית_בעמ_-_עברון__,
חלקיקים,14/06/2020,תקופתי מתוכנן,אין נתונים,10.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=155909,32.99115279775532,35.100033626451776,ברמד_-_אגודה_שיתופית_חקלאית_בעמ_-_עברון__,
