pollutant_name,test_date,reason,sample_concentration,emittion_threshold,deviation_percentage,emittion_rate,link,x,y,name,errors
TOC,23/11/2017,תקופתי מתוכנן,3.3500,20.0000,אין חריגה,0.3551,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,23/11/2017,תקופתי מתוכנן,0.7700,10.0000,אין חריגה,0.0763,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
TOC,23/11/2017,תקופתי מתוכנן,2.7400,20.0000,אין חריגה,0.2704,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,08/04/2017,תקופתי מתוכנן,1.3697,10.0000,אין חריגה,0.0687,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
TOC,08/04/2017,תקופתי מתוכנן,5.3317,20.0000,אין חריגה,0.2674,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
טולואן,05/05/2013,תקופתי מתוכנן,0.70,אין נתונים,לא רלוונטי,0.0369,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
VOC,05/05/2013,תקופתי מתוכנן,0.70,אין נתונים,לא רלוונטי,0.0369,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
ארסין,01/05/2022,תקופתי מתוכנן,אין נתונים,0.5000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
פוספין,01/05/2022,תקופתי מתוכנן,אין נתונים,0.5000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,01/05/2022,תקופתי מתוכנן,1.9368,10.0000,אין חריגה,0.1238,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
"כלור, תרכובות אנאורגניות גזיות",01/05/2022,תקופתי מתוכנן,1.5765,5.0000,אין חריגה,0.1008,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
פלואור ותרכובותיו הגזיות,01/05/2022,תקופתי מתוכנן,אין נתונים,3.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
אמוניה,01/05/2022,תקופתי מתוכנן,0.6053,5.0000,אין חריגה,0.0387,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
כלור,25/04/2021,תקופתי מתוכנן,1.8750,אין נתונים,לא רלוונטי,0.1160,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
"ברום ותרכובותיו הגזיות, מחושב כ-HBR",10/03/2014,תקופתי מתוכנן,0.48,3,אין חריגה,0.0262,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חומצה גופרתית,28/10/2010,תקופתי מתוכנן,0.80,אין נתונים,לא רלוונטי,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חומצה אצטית,22/04/2010,תקופתי מתוכנן,1.80,20,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,01/05/2022,תקופתי מתוכנן,1.6615,10.0000,אין חריגה,0.1043,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
"כלור, תרכובות אנאורגניות גזיות",01/05/2022,תקופתי מתוכנן,1.0250,5.0000,אין חריגה,0.0643,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
פלואור ותרכובותיו הגזיות,01/05/2022,תקופתי מתוכנן,0.6121,3.0000,אין חריגה,0.0384,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
אמוניה,01/05/2022,תקופתי מתוכנן,0.2077,5.0000,אין חריגה,0.0130,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
כלור,25/04/2021,תקופתי מתוכנן,0.8166,אין נתונים,לא רלוונטי,0.0505,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
"ברום ותרכובותיו הגזיות, מחושב כ-HBR",10/03/2014,תקופתי מתוכנן,0.55,3,אין חריגה,0.0268,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חומצה אצטית,26/10/2010,תקופתי מתוכנן,1.70,20,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חומצה גופרתית,26/10/2010,תקופתי מתוכנן,0.40,אין נתונים,לא רלוונטי,0.03,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,01/05/2022,תקופתי מתוכנן,0.7468,10.0000,אין חריגה,0.0452,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
"כלור, תרכובות אנאורגניות גזיות",01/05/2022,תקופתי מתוכנן,1.4929,5.0000,אין חריגה,0.0903,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
אמוניה,01/05/2022,תקופתי מתוכנן,0.5393,5.0000,אין חריגה,0.0326,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
כלור,25/04/2021,תקופתי מתוכנן,1.2642,אין נתונים,לא רלוונטי,0.0805,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
"ברום ותרכובותיו הגזיות, מחושב כ-HBR",10/03/2014,תקופתי מתוכנן,0.58,3,אין חריגה,0.0260,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חומצה גופרתית,26/10/2010,תקופתי מתוכנן,1.20,אין נתונים,לא רלוונטי,0.0720,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,01/05/2022,תקופתי מתוכנן,2.0118,10.0000,אין חריגה,0.1104,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
"כלור, תרכובות אנאורגניות גזיות",01/05/2022,תקופתי מתוכנן,1.4573,5.0000,אין חריגה,0.0799,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
אמוניה,01/05/2022,תקופתי מתוכנן,0.6401,5.0000,אין חריגה,0.0351,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
כלור,25/04/2021,תקופתי מתוכנן,0.9241,אין נתונים,לא רלוונטי,0.0580,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
"ברום ותרכובותיו הגזיות, מחושב כ-HBR",10/03/2014,תקופתי מתוכנן,0.54,3,אין חריגה,0.0263,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חומצה אצטית,25/10/2010,תקופתי מתוכנן,2.30,20,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חומצה גופרתית,25/10/2010,תקופתי מתוכנן,0.90,אין נתונים,לא רלוונטי,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,01/05/2022,תקופתי מתוכנן,1.6787,10.0000,אין חריגה,0.1078,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
"כלור, תרכובות אנאורגניות גזיות",01/05/2022,תקופתי מתוכנן,1.6359,5.0000,אין חריגה,0.1051,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
אמוניה,01/05/2022,תקופתי מתוכנן,אין נתונים,5.0000,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
כלור,25/04/2021,תקופתי מתוכנן,אין נתונים,אין נתונים,אין נתונים,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
"ברום ותרכובותיו הגזיות, מחושב כ-HBR",10/03/2014,תקופתי מתוכנן,0.47,3,אין חריגה,0.0266,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חומצה אצטית,25/10/2010,תקופתי מתוכנן,1.80,20,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חומצה גופרתית,25/10/2010,תקופתי מתוכנן,0.60,אין נתונים,לא רלוונטי,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,01/05/2022,תקופתי מתוכנן,1.0082,10.0000,אין חריגה,0.0543,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
"כלור, תרכובות אנאורגניות גזיות",01/05/2022,תקופתי מתוכנן,1.1660,5.0000,אין חריגה,0.0628,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
פלואור ותרכובותיו הגזיות,01/05/2022,תקופתי מתוכנן,0.6064,3.0000,אין חריגה,0.0327,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
אמוניה,01/05/2022,תקופתי מתוכנן,0.7562,5.0000,אין חריגה,0.0407,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
"ברום ותרכובותיו הגזיות, מחושב כ-HBR",10/03/2014,תקופתי מתוכנן,0.67,3,אין חריגה,0.0166,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חומצה גופרתית,27/10/2010,תקופתי מתוכנן,0.40,אין נתונים,לא רלוונטי,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חומצה אצטית,25/04/2010,תקופתי מתוכנן,2,20,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,01/05/2022,תקופתי מתוכנן,2.1829,10.0000,אין חריגה,0.1088,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
"כלור, תרכובות אנאורגניות גזיות",01/05/2022,תקופתי מתוכנן,0.9135,5.0000,אין חריגה,0.0455,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
אמוניה,01/05/2022,תקופתי מתוכנן,0.2339,5.0000,אין חריגה,0.0117,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
כלור,25/04/2021,תקופתי מתוכנן,0.6767,אין נתונים,לא רלוונטי,0.0321,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חומצה אצטית,27/10/2010,תקופתי מתוכנן,2,20,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
"ברום ותרכובותיו הגזיות, מחושב כ-HBR",25/04/2010,תקופתי מתוכנן,0.09,3,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
TOC,01/05/2022,תקופתי מתוכנן,2.3655,20.0000,אין חריגה,0.0427,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,09/03/2014,תקופתי מתוכנן,1.10,20,אין חריגה,0.0254,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
איזופרופיל אלכוהול,28/10/2010,תקופתי מתוכנן,0.90,100,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
אתאנול,28/10/2010,תקופתי מתוכנן,0.90,20,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
מתאנול,28/10/2010,תקופתי מתוכנן,0.30,100,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
אצטון,28/10/2010,תקופתי מתוכנן,0.90,100,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
VOC,28/10/2010,תקופתי מתוכנן,0.90,50,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
TOC,17/11/2020,תקופתי מתוכנן,2.3793,20.0000,אין חריגה,0.0375,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,09/03/2014,תקופתי מתוכנן,1,20,אין חריגה,0.0264,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
TOC,17/11/2020,תקופתי מתוכנן,3.2274,20.0000,אין חריגה,0.0514,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,09/03/2014,תקופתי מתוכנן,1.27,20,אין חריגה,0.0269,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
VOC,17/03/2013,תקופתי מתוכנן,2.42,50,אין חריגה,0.0584,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
אתאנול,28/10/2010,תקופתי מתוכנן,0.70,100,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
איזופרופיל אלכוהול,28/10/2010,תקופתי מתוכנן,0.70,100,אין חריגה,אין נתונים,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,17/11/2020,תקופתי מתוכנן,0.6151,5.0000,אין חריגה,0.0013,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
גופרית דו חמצנית,17/11/2020,תקופתי מתוכנן,2.4711,אין נתונים,לא רלוונטי,0.0051,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
תחמוצות חנקן,17/11/2020,תקופתי מתוכנן,117.9506,200.0000,אין חריגה,0.2457,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
פחמן חד-חמצני,17/11/2020,תקופתי מתוכנן,45.1523,50.0000,אין חריגה,0.0941,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
TOC,17/11/2020,תקופתי מתוכנן,0.8623,20.0000,אין חריגה,0.0018,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
תחמוצות  גופרית ,09/03/2014,תקופתי מתוכנן,1.85,1000,אין חריגה,0.0039,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,01/05/2022,תקופתי מתוכנן,1.8547,5.0000,אין חריגה,0.0029,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
גופרית דו חמצנית,01/05/2022,תקופתי מתוכנן,3.2994,אין נתונים,לא רלוונטי,0.0052,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
תחמוצות חנקן,01/05/2022,תקופתי מתוכנן,24.5290,200.0000,אין חריגה,0.0383,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
פחמן חד-חמצני,01/05/2022,תקופתי מתוכנן,4.2817,50.0000,אין חריגה,0.0067,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
TOC,01/05/2022,תקופתי מתוכנן,1.4787,20.0000,אין חריגה,0.0023,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חנקן דו חמצני,08/04/2018,תקופתי מתוכנן,39.1000,אין נתונים,לא רלוונטי,0.0782,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
תחמוצות  גופרית ,09/03/2014,תקופתי מתוכנן,2.65,1000,אין חריגה,0.0049,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,01/05/2022,תקופתי מתוכנן,1.3640,5.0000,אין חריגה,0.0018,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
גופרית דו חמצנית,01/05/2022,תקופתי מתוכנן,3.1668,אין נתונים,לא רלוונטי,0.0042,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
תחמוצות חנקן,01/05/2022,תקופתי מתוכנן,52.0744,200.0000,אין חריגה,0.0689,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
פחמן חד-חמצני,01/05/2022,תקופתי מתוכנן,8.0503,50.0000,אין חריגה,0.0107,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
TOC,01/05/2022,תקופתי מתוכנן,2.0908,20.0000,אין חריגה,0.0028,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חנקן דו חמצני,08/04/2018,תקופתי מתוכנן,47.5000,אין נתונים,לא רלוונטי,0.0636,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
תחמוצות  גופרית ,09/03/2014,תקופתי מתוכנן,2.04,1000,אין חריגה,0.0040,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
ארסן ותרכובותיו,09/03/2014,תקופתי מתוכנן,0.0150,0.50,אין חריגה,0.0002,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,09/03/2014,תקופתי מתוכנן,0.41,20,אין חריגה,0.0051,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,09/03/2014,תקופתי מתוכנן,0.37,20,אין חריגה,0.0044,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,17/11/2020,תקופתי מתוכנן,0.4930,10.0000,אין חריגה,0.0112,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
אמוניה,17/11/2020,תקופתי מתוכנן,0.5751,5.0000,אין חריגה,0.0130,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
חלקיקים,17/11/2020,תקופתי מתוכנן,0.7368,10.0000,אין חריגה,0.0148,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
אמוניה,17/11/2020,תקופתי מתוכנן,0.4605,5.0000,אין חריגה,0.0092,https://www.gov.il/apps/sviva/airq/atar_digumi_arubut_details?mifalkey=172589,31.594133169548673,34.788710694505895,אינטל_אלקטרוניקה_בעמ_-_(פאב_28)_,
